airline_sentiment;airline;text
negative;US Airways;@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys
negative;United;@united do you know how to use twitter bro?  Your terminal looks like it's in Bosnia.  Here's another pic. http://t.co/M9Nywr5Kbs
negative;US Airways;@USAirways I know some folks have to use your airlines but doesn't customer service ever matter? I really hate to complain but it's brutal!
negative;Delta;@JetBlue just called that number and left message. Are you at to pass along message to team too?
negative;United;@united will do. Thx. Been sitting on plane now for 2.5 hrs and now we have to refuel!  I can't even make this stuff up.
negative;United;@united That was the problem.  We were being told the aircraft was on its way.
negative;Delta;@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
negative;United;@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!
negative;United;@united Help! My girlfriend Amy Lloyd is going to miss our flt to Zurich bc of your fault. She needs a golf cart to meet her at ORD (1)
neutral;Delta;@JetBlue thanks! I only loose 'em at airports...1st time we found it. I think @fitbit needs to make flexes that stay on when carrying bags!
negative;United;. @united sad that you don't think it is important to resolve your client facing team that behaves disgraceful
neutral;United;@united Terminal 1 gate B3. Flt 1299. Then take her to Terminal 5. Gate M13. Swiss Air LX009
negative;US Airways;@USAirways worst customer service experience ever today. Get it together.
positive;Southwest;@SouthwestAir I wish i would've seen this 4 hours ago!!! I WANTED TO SEE THEM TONIGHT SO BAD!!!! #CRYING
neutral;Delta;@JetBlue Airways Corporation Insider Trading Update - Rock Hill Daily http://t.co/vvzkSMFKVw
negative;United;"@united ""Dear Ted. We don't care about you nor the Mileage Plus Card you pay a lot for. Bye bye. -- United"""
negative;United;"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage."
positive;Delta;@JetBlue I DM'd my confirmation code... Thanks again for your help! Mommy, daddy, and kids appreciate it!
positive;United;@united Thank You
positive;US Airways;@USAirways connection made. Thanks again this week. #daddyshome
negative;United;Hey @united, this is your job, don't give me the safety spin. This is the same plane that broke on the original flight out. #unitedSucks
negative;Southwest;@SouthwestAir @dultch97 kid just wants fucking money #scumbag
negative;United;"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL"
negative;United;@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks
negative;US Airways;@USAirways  2 hours on hold and issue still not resolved. hope to make my flight in 12 hours. for every minute of talk = 20 minutes of hold
positive;US Airways;@USAirways yes I did thank you! They did a great job turning the flight in jan !
negative;US Airways;@USAirways @AmericanAir thought u merged but #USAirways sucks #worstever http://t.co/myNZitCovn
neutral;Southwest;@SouthwestAir  traveling 2bwi nMaryland 2morrw any chance the flight being Cancelled Flightled to inclement weather? Any chance can get earlier flight
positive;Delta;@JetBlue yes! Terra blue chips were my favorite. :)
neutral;US Airways;@USAirways @AmericanAir are u paying incedentals? #noworstairline
negative;US Airways;@USAirways how can I make a purchase, you take the money but I don't have a reservation...Explain
negative;US Airways;@USAirways Now the next plane had a broken seat!  My row!  Another hour delay!  #mad
neutral;Southwest;@SouthwestAir So the upcoming RR changes/Deval is trying to tell me not to fly southwest anymore because i am loyal so far. i get it.
negative;United;"@united &amp; on top of no free tv on the int’l leg, now I’m sitting on the Tarmac in Houston, 70 min past departure w/ another hr plus to go"
negative;Virgin America;@VirginAmerica there is something wrong with you website in Safari iPhone
negative;US Airways;@USAirways / @AmericanAir are incompetent.
negative;US Airways;@USAirways Just to follow up here is my experience: http://t.co/WJIiGZtiwg
negative;Delta;@JetBlue thanks for making me miss an important dinner tonight. 2 hr delay and now 20 min on Tarmac... #worst
negative;United;@United can you let us out of the gate now. UA1157
neutral;Delta;@JetBlue who do you think is gonna win Mayweather or Pacquiao?
positive;Southwest;@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service
negative;US Airways;@USAirways @AmericanAir u are the worst airline ever figure out the merger #dontmakemegooutside
positive;United;@united you suck. @SouthwestAir you're the best.
neutral;Southwest;@SouthwestAir is the contest over for Destination Dragons? I want to try to do everything I can to go.
negative;Virgin America;@VirginAmerica #wtf I paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!
negative;United;@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?
positive;Southwest;"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤"
negative;Southwest;@SouthwestAir when will airfare be available through December of this year? I have 2 major trips coming up and I'm anxious to book them!
neutral;Virgin America;@VirginAmerica This is what you missed @NewsVP. Next trip to the 407.
negative;Southwest;@SouthwestAir I am absolutely sick of 300s and no wifi!
positive;Southwest;@SouthwestAir we had early bird, and it was great. Your employees were awesome. It was 3 passengers who killed the buzz.
negative;United;@united made me remove 1 pound from my checked bag otherwise they would charge me $200. Loyal flier for 10 years - time for change.
neutral;Delta;@JetBlue @markie_post I'd like to see Markie too.
neutral;Delta;@JetBlue do you think snow in boston on 2/24 will effect my flight?
neutral;Delta;@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi
negative;Southwest;@SouthwestAir 14 hours????  Sorry don't get it. Oh well. Screw the weekend in Az right?  Eat the hotel, no problem.
negative;Southwest;@SouthwestAir is that the same reliable system couldn't find my info and then said it refund my credit card ?
neutral;Virgin America;@VirginAmerica Grand Budapest Hotel #OscarsCountdown
negative;Southwest;@SouthwestAir alist pref doesn't do any good if direct to atl is always wifiless. Flight 1701.
negative;Southwest;@SouthwestAir can you help me with reFlight Booking Problems? My flight was Cancelled Flighted. FWHEI6
negative;Virgin America;@VirginAmerica requested window seat and confirmed window but got stuck in middle seat. Not a good way to treat silver member😒
negative;Southwest;@SouthwestAir it says I can't because my flight is in progress.
negative;Southwest;@SouthwestAir there's an hour wait here for reFlight Booking Problems in line at Omaha.
negative;Southwest;@SouthwestAir well my mom called earlier and you guys had her on hold for close to an hour
positive;United;"@united she's the type of person that can make a customers day! I fly 100+ times a year &amp; she's one of the top flight attendants I've had!"
positive;United;@united give her the recognition she deserves!
negative;Southwest;@SouthwestAir my parents flight frm STL2ATL Cancelled Flighted 2nite. When's the next one out?!
negative;United;@united yes but taking two days to get bag delivered. Missed a full day skiing because of this.
negative;US Airways;@USAirways hello I have a question for you and your phone lines have jammed
positive;United;@united I just received notification of in-flight Wi-Fi for UA863 from @flySFO to @SydneyAirport. Amazing!
neutral;Southwest;@SouthwestAir no her lunch was over by the time she got her call answered
negative;US Airways;@USAirways @AmericanAir I'm stuck in the airport in fresno trying to beat the storm to pittsburgh, and you guys have offered nothing. HORRID
positive;Southwest;@SouthwestAir not frustrated, just an idea! Great crew. Thanks! #happycustomer
negative;US Airways;@USAirways @AmericanAir I was supposed to get from fresno to pittsburgh by 10pm.  Instead I'm now not getting in until 4pm... tomorrow
negative;United;@united I have flown with you 10 times in the last 13 days. 8 out of 10 flights have been delayed. Huge mistake on my part. Don't fly united
negative;United;@united I had one interview I was the last person what does that mean?
neutral;United;@united it's done.  If you do something to make up for it I'll tweet that too.
negative;US Airways;@usairways Need to change div miles ticket after travel started due to weather advisory. Told not possible unless flight Cancelled Flightled. AnyHelp?
negative;United;@united How can I file a claim when your agents won't let me speak to a supervisor? My claim number is expired because you WON'T find my bag
negative;US Airways;@USAirways @AmericanAir did I mention I'm a silver preferred member and fly every week (not always with you), and not even a meal voucher?
positive;Southwest;@SouthwestAir thx for smooth landing today @fly2midway, we applauded! Now what can u do abt the weather? #takemeback http://t.co/OQZ7Wc4lLA
negative;United;@united thank you for the reply. I emailed your customer care department about my experience.
neutral;Southwest;@SouthwestAir my son is flying South West from NOLA-Orlando, hope to enter for him to win this contest #DestinationDragons
negative;US Airways;@USAirways This is the last time I use your airline. I promise that!
neutral;Southwest;@SouthwestAir @SwagglikeBean take me here
negative;United;@united not tonight, we got a hotel and after 14hrs of traveling and still not reaching our destination we are disappointed. Thanks
neutral;Southwest;@SouthwestAir -17mph winds and would do anything to be in Florida right now.. help a sister out!!
